points_last_5,minutes_per_game_last_5,clean_sheets_last_5,bonus_points_last_5,goals_conceded_last_5,yellow_cards_last_5,red_cards_last_5,starts_last_5,transfers_in_last_5,transfers_out_last_5,saves_last_5,influence_last_5,player_price_diff_last_5,player_price,saves_per_game_last_5,xG_conceded_per_game_last_5,xG_conceded_sum_last_5,home_away_current,fdr_current,actual_gw_points
27,90.0,2,6,7,0,0,5,138509,269700,20,164.8,0.0,4.7,4.0,1.53,7.63,1,3,0
25,90.0,2,6,8,1,0,5,187133,222553,19,153.0,0.0,4.7,3.8,1.68,8.4,1,2,6
29,90.0,3,6,7,1,0,5,206280,222792,18,149.6,0.0,4.7,3.6,1.66,8.31,0,4,0
18,90.0,2,3,7,1,0,4,298255,559185,11,93.4,0.0,4.7,2.75,1.66,6.65,1,3,2
9,90.0,1,0,8,1,0,4,297504,528760,5,50.6,0.0,4.7,1.25,1.48,5.93,0,2,7
15,90.0,2,1,3,1,0,4,221283,524269,1,16.6,0.0,4.7,0.25,1.0,4.02,1,3,6
21,90.0,3,1,1,0,0,4,165572,518005,2,26.0,0.0,4.7,0.5,0.9,3.58,0,2,0
15,90.0,2,1,1,0,0,3,139169,545441,2,22.4,0.0,4.7,0.67,0.78,2.35,1,2,0
15,90.0,2,1,1,0,0,3,43135,259254,2,22.4,0.0,4.7,0.67,0.78,2.35,0,2,0
13,90.0,2,1,0,0,0,2,33452,281016,1,12.0,0.0,4.7,0.5,0.7,1.41,1,5,0
6,90.0,1,0,0,0,0,1,24275,301410,1,9.4,-0.1,4.6,1.0,1.02,1.02,0,3,0
0,0.0,0,0,0,0,0,0,8056,322883,0,0.0,-0.1,4.6,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,1165,264368,0,0.0,-0.1,4.6,0.0,0.0,0.0,0,4,0
0,0.0,0,0,0,0,0,0,726,178899,0,0.0,-0.1,4.6,0.0,0.0,0.0,1,3,0
0,0.0,0,0,0,0,0,0,591,139610,0,0.0,-0.1,4.6,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,572,118024,0,0.0,0.0,4.6,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,562,91075,0,0.0,0.0,4.6,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,685,77231,0,0.0,0.0,4.6,0.0,0.0,0.0,1,3,0
0,0.0,0,0,0,0,0,0,688,65193,0,0.0,0.0,4.6,0.0,0.0,0.0,0,4,0
0,0.0,0,0,0,0,0,0,536,56644,0,0.0,0.0,4.6,0.0,0.0,0.0,1,3,0
0,0.0,0,0,0,0,0,0,582,43900,0,0.0,0.0,4.6,0.0,0.0,0.0,0,3,0
0,0.0,0,0,0,0,0,0,619,32090,0,0.0,0.0,4.6,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,442,29843,0,0.0,0.0,4.6,0.0,0.0,0.0,0,4,0
0,0.0,0,0,0,0,0,0,479,26378,0,0.0,0.0,4.6,0.0,0.0,0.0,1,4,0
0,0.0,0,0,0,0,0,0,486,24659,0,0.0,0.0,4.6,0.0,0.0,0.0,0,2,0
15,90.0,1,3,9,0,0,5,115485,23944,12,105.0,0.0,4.5,2.4,1.88,9.38,0,4,2
8,90.0,0,1,12,0,0,5,113494,34135,12,102.6,0.0,4.5,2.4,2.13,10.64,1,3,0
7,90.0,0,1,12,1,0,5,76826,37399,13,108.8,0.0,4.5,2.6,2.29,11.44,1,2,2
5,90.0,0,0,12,1,0,5,91800,36429,8,76.0,0.0,4.5,1.6,1.87,9.37,0,2,2
7,90.0,0,0,10,1,0,5,77406,38633,11,89.4,0.0,4.5,2.2,1.72,8.58,0,2,1
7,90.0,0,0,10,1,0,5,67691,38138,11,94.2,0.0,4.5,2.2,1.65,8.25,1,3,2
7,90.0,0,0,9,1,0,5,63392,35152,12,105.8,0.0,4.5,2.4,1.94,9.69,0,4,1
8,90.0,0,0,10,0,0,5,55306,35153,12,105.0,0.0,4.5,2.4,2.03,10.14,1,3,3
9,90.0,0,0,10,1,0,5,35246,32916,18,132.6,0.0,4.5,3.6,2.41,12.04,0,3,3
10,90.0,0,0,10,1,0,5,14908,32581,20,139.4,0.0,4.5,4.0,2.35,11.73,1,2,1
10,90.0,0,0,11,1,0,5,18961,29299,21,142.4,0.0,4.5,4.2,2.72,13.59,0,4,2
10,90.0,0,0,11,1,0,5,20281,27189,20,118.6,0.0,4.5,4.0,2.25,11.24,1,4,9
18,90.0,1,2,8,1,0,5,19760,27643,21,124.8,0.0,4.5,4.2,1.8,9.01,0,2,0
0,0.0,0,0,0,0,0,0,1172,8542,0,0.0,0.0,4.4,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,1518,10206,0,0.0,-0.1,4.4,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,1398,8574,0,0.0,-0.1,4.4,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,1481,6736,0,0.0,-0.2,4.3,0.0,0.0,0.0,0,5,0
0,0.0,0,0,0,0,0,0,1915,5672,0,0.0,-0.1,4.3,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,2110,4955,0,0.0,-0.1,4.3,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,2107,3942,0,0.0,-0.1,4.3,0.0,0.0,0.0,1,4,0
0,0.0,0,0,0,0,0,0,2100,3880,0,0.0,-0.1,4.3,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,2023,3511,0,0.0,0.0,4.3,0.0,0.0,0.0,1,3,0
0,0.0,0,0,0,0,0,0,1451,3213,0,0.0,0.0,4.3,0.0,0.0,0.0,0,4,0
0,0.0,0,0,0,0,0,0,1157,2994,0,0.0,0.0,4.3,0.0,0.0,0.0,1,3,0
0,0.0,0,0,0,0,0,0,1788,4014,0,0.0,0.0,4.3,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,1631,3875,0,0.0,0.0,4.3,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,1431,3698,0,0.0,0.0,4.3,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,1353,3691,0,0.0,0.0,4.3,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,1219,3587,0,0.0,0.0,4.3,0.0,0.0,0.0,0,3,0
0,0.0,0,0,0,0,0,0,319,2400,0,0.0,0.0,4.3,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,246,2222,0,0.0,0.0,4.3,0.0,0.0,0.0,0,4,0
0,0.0,0,0,0,0,0,0,345,1984,0,0.0,0.0,4.3,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,466,1680,0,0.0,0.0,4.3,0.0,0.0,0.0,1,3,0
0,0.0,0,0,0,0,0,0,474,1489,0,0.0,0.0,4.3,0.0,0.0,0.0,0,4,0
0,0.0,0,0,0,0,0,0,537,1183,0,0.0,0.0,4.3,0.0,0.0,0.0,1,3,0
0,0.0,0,0,0,0,0,0,665,1050,0,0.0,0.0,4.3,0.0,0.0,0.0,1,3,0
0,0.0,0,0,0,0,0,0,648,1040,0,0.0,0.0,4.3,0.0,0.0,0.0,0,3,0
0,0.0,0,0,0,0,0,0,503,980,0,0.0,0.0,4.3,0.0,0.0,0.0,1,5,0
0,0.0,0,0,0,0,0,0,480,879,0,0.0,0.0,4.3,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,439,821,0,0.0,0.0,4.3,0.0,0.0,0.0,0,4,0
0,0.0,0,0,0,0,0,0,389,741,0,0.0,0.0,4.3,0.0,0.0,0.0,1,2,2
2,90.0,0,0,1,0,0,1,364,690,1,11.2,0.0,4.3,1.0,1.0,1.0,0,4,2
4,90.0,0,0,4,0,0,2,551,605,4,34.8,0.0,4.3,2.0,2.74,5.47,0,2,0
4,90.0,0,0,8,0,0,3,856,644,4,39.4,0.0,4.3,1.33,2.43,7.28,1,2,1
5,90.0,0,0,10,0,0,4,950,706,5,45.8,0.0,4.3,1.25,2.19,8.77,0,3,2
7,90.0,0,0,13,0,0,5,1120,768,10,84.2,0.0,4.3,2.0,2.26,11.31,1,4,1
11,90.0,0,0,9,0,0,5,9794,16378,14,120.4,0.0,4.5,2.8,1.26,6.29,0,2,2
12,90.0,0,0,6,0,0,5,16977,20778,10,99.6,0.0,4.5,2.0,1.1,5.52,0,2,2
12,90.0,0,0,5,0,0,5,23826,19935,9,93.6,0.0,4.5,1.8,1.02,5.09,1,2,2
12,90.0,0,0,6,0,0,5,26794,20416,12,116.8,0.0,4.5,2.4,1.35,6.76,0,5,1
10,90.0,0,0,9,0,0,5,25736,21375,13,128.8,0.0,4.5,2.6,1.57,7.83,1,2,3
10,90.0,0,0,9,0,0,5,24724,20868,13,125.4,0.0,4.5,2.6,1.68,8.41,0,2,7
15,90.0,1,0,8,0,0,5,20118,18566,15,136.6,0.0,4.5,3.0,1.73,8.65,1,4,2
15,90.0,1,0,8,0,0,5,11327,19482,15,136.2,0.0,4.5,3.0,1.63,8.14,0,2,2
15,90.0,1,0,7,0,0,5,7609,16330,14,127.8,0.0,4.5,2.8,1.41,7.07,1,3,0
14,90.0,1,0,7,0,0,5,6773,13211,10,92.0,0.0,4.5,2.0,1.09,5.46,0,4,2
13,90.0,1,0,9,0,0,5,6446,12885,11,104.6,0.0,4.5,2.2,1.15,5.73,1,3,1
7,90.0,0,0,12,0,0,5,13995,22721,10,95.2,0.0,4.5,2.0,1.07,5.33,0,2,7
12,90.0,0,1,13,0,0,5,13913,21057,9,101.6,0.0,4.5,1.8,1.17,5.87,1,2,2
12,90.0,0,1,13,0,0,5,14891,19902,7,85.2,0.0,4.5,1.4,1.27,6.35,0,2,3
15,90.0,0,1,10,0,0,5,17263,20329,10,105.6,0.0,4.5,2.0,1.38,6.9,1,2,3
16,90.0,0,1,8,0,0,5,19354,20158,10,102.8,0.0,4.5,2.0,1.27,6.37,0,3,1
16,90.0,0,1,8,0,0,5,11295,12004,8,90.4,0.0,4.5,1.6,1.57,7.86,1,2,1
10,90.0,0,0,8,0,0,5,11130,13892,7,66.0,0.0,4.5,1.4,1.42,7.11,0,4,9
17,90.0,1,2,7,0,0,5,10489,14281,11,90.6,0.0,4.5,2.2,1.46,7.29,0,2,3
17,90.0,1,2,7,0,0,5,12435,13503,11,93.4,0.0,4.5,2.2,1.35,6.74,1,3,6
20,90.0,2,2,6,0,0,5,9827,15044,7,59.8,0.0,4.5,1.4,1.44,7.22,0,4,7
26,90.0,3,2,3,0,0,5,17886,13698,11,88.4,0.0,4.5,2.2,1.19,5.93,1,3,1
26,90.0,3,2,3,0,0,5,27598,12254,13,103.6,0.0,4.5,2.6,1.43,7.16,1,3,1
18,90.0,2,0,6,0,0,5,31069,13279,9,79.4,0.0,4.5,1.8,1.57,7.87,0,3,2
17,90.0,2,0,6,0,0,5,27102,16809,8,61.2,0.0,4.5,1.6,1.67,8.37,1,5,1
12,90.0,1,0,10,0,0,5,26930,14781,12,95.2,0.0,4.5,2.4,1.82,9.11,1,2,1
6,90.0,0,0,12,0,0,5,19928,13805,8,70.0,0.0,4.5,1.6,1.82,9.08,0,4,1
6,90.0,0,0,13,0,0,5,11246,13657,8,71.0,0.0,4.5,1.6,1.98,9.88,1,2,0
5,90.0,0,0,10,0,0,4,8883,13531,8,68.8,0.0,4.5,2.0,1.9,7.62,0,4,0
3,90.0,0,0,9,0,0,3,7969,11376,6,59.6,0.0,4.5,2.0,2.09,6.26,0,2,0
2,90.0,0,0,5,0,0,2,7865,11305,2,24.8,-0.1,4.4,1.0,1.81,3.62,1,2,0
1,90.0,0,0,3,0,0,1,5030,11138,2,19.2,-0.1,4.4,2.0,2.81,2.81,0,3,0
0,0.0,0,0,0,0,0,0,3843,10167,0,0.0,-0.1,4.4,0.0,0.0,0.0,1,4,0
23,90.0,2,4,4,0,0,5,117592,131152,9,70.8,0.0,5.5,1.8,0.99,4.96,1,2,2
23,90.0,2,4,4,0,0,5,162582,159134,10,70.4,0.0,5.5,2.0,1.04,5.21,1,3,2
24,90.0,2,4,4,0,0,5,197612,129152,14,92.8,0.0,5.5,2.8,1.08,5.4,0,4,3
18,90.0,1,2,7,0,0,5,179209,166268,17,110.0,0.0,5.5,3.4,1.41,7.07,0,3,10
22,90.0,1,5,7,0,0,5,144018,161121,20,128.2,0.0,5.5,4.0,1.37,6.84,1,2,6
23,90.0,2,3,6,0,0,5,235220,144021,17,113.6,0.0,5.5,3.4,1.21,6.03,0,4,3
24,90.0,2,3,7,0,0,5,210955,138897,23,156.4,0.0,5.5,4.6,1.38,6.91,1,3,2
24,90.0,2,3,7,0,0,5,176309,152634,21,137.4,0.0,5.5,4.2,1.27,6.35,0,2,1
22,90.0,2,3,6,0,0,5,192102,98071,17,122.0,0.0,5.5,3.4,0.9,4.51,1,4,2
14,90.0,1,0,8,0,0,5,180213,121158,17,120.2,0.0,5.5,3.4,0.99,4.97,1,2,1
9,90.0,0,0,11,0,0,5,72861,134125,19,141.4,0.0,5.5,3.8,1.13,5.64,0,3,0
6,90.0,0,0,9,0,0,4,76677,195017,11,88.2,0.0,5.5,2.75,1.01,4.03,1,2,1
5,90.0,0,0,9,0,0,4,69455,188158,10,76.2,0.0,5.5,2.5,0.96,3.82,0,2,7
11,90.0,1,0,7,0,0,4,50099,179563,12,88.0,0.0,5.5,3.0,1.02,4.07,1,4,0
9,90.0,1,0,7,0,0,4,56316,152661,12,87.0,0.0,5.5,3.0,1.14,4.55,0,5,0
8,90.0,1,0,8,0,0,4,59815,146997,12,80.0,0.0,5.5,3.0,1.48,5.9,0,2,9
17,90.0,2,2,8,0,0,5,38505,83581,17,110.4,0.0,5.5,3.4,1.42,7.08,1,5,10
26,90.0,3,5,6,0,0,5,37724,85972,20,135.8,0.0,5.5,4.0,1.41,7.05,0,3,0
19,90.0,2,5,6,0,0,4,36229,102044,16,102.4,0.0,5.5,4.0,1.56,6.26,1,2,0
19,90.0,2,5,4,0,0,3,22622,112505,12,77.8,0.0,5.5,4.0,1.53,4.6,1,3,0
19,90.0,2,5,0,0,0,2,9113,114070,10,61.0,0.0,5.5,5.0,1.08,2.15,0,2,0
10,90.0,1,3,0,0,0,1,6042,104263,5,30.6,-0.1,5.4,5.0,0.97,0.97,1,2,0
0,0.0,0,0,0,0,0,0,3657,91903,0,0.0,-0.1,5.4,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,933,68582,0,0.0,-0.1,5.4,0.0,0.0,0.0,0,2,3
3,90.0,0,0,1,0,0,1,1605,46083,5,33.4,-0.1,5.4,5.0,0.88,0.88,1,3,3
6,90.0,0,0,2,0,0,2,3064,29612,8,47.0,-0.1,5.4,4.0,1.16,2.31,1,2,2
8,90.0,0,0,5,0,0,3,8272,20599,11,64.8,0.0,5.4,3.67,1.08,3.25,0,4,-1
7,78.75,0,0,10,0,0,4,9782,15953,12,73.2,0.0,5.4,3.0,1.37,5.48,1,3,0
7,78.75,0,0,10,0,0,4,9816,14002,12,73.2,0.0,5.4,3.0,1.37,5.48,0,4,0
4,75.0,0,0,9,0,0,3,9036,13625,7,39.8,0.0,5.4,2.33,1.53,4.6,1,2,0
1,67.5,0,0,8,0,0,2,7400,16620,4,26.2,0.0,5.4,2.0,1.58,3.17,0,2,0
-1,45.0,0,0,5,0,0,1,2118,17568,1,8.4,0.0,5.4,1.0,2.23,2.23,1,3,0
0,0.0,0,0,0,0,0,0,611,16436,0,0.0,0.0,5.4,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,22884,99351,0,0.0,0.0,4.0,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,26476,122821,0,0.0,0.0,4.0,0.0,0.0,0.0,1,3,0
0,0.0,0,0,0,0,0,0,19451,118558,0,0.0,0.0,4.0,0.0,0.0,0.0,0,4,0
0,0.0,0,0,0,0,0,0,17659,104537,0,0.0,-0.1,3.9,0.0,0.0,0.0,0,3,0
0,0.0,0,0,0,0,0,0,37290,89284,0,0.0,-0.1,3.9,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,48126,79744,0,0.0,-0.1,3.9,0.0,0.0,0.0,0,4,0
0,0.0,0,0,0,0,0,0,49589,69867,0,0.0,-0.1,3.9,0.0,0.0,0.0,1,3,0
0,0.0,0,0,0,0,0,0,57701,61759,0,0.0,-0.1,3.9,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,57477,57960,0,0.0,0.0,3.9,0.0,0.0,0.0,1,4,0
0,0.0,0,0,0,0,0,0,36644,55762,0,0.0,0.0,3.9,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,26063,53722,0,0.0,0.0,3.9,0.0,0.0,0.0,0,3,2
2,90.0,0,0,2,0,0,1,47311,87278,3,21.6,0.0,3.9,3.0,2.15,2.15,1,2,0
2,90.0,0,0,2,0,0,1,42654,81554,3,21.6,0.0,3.9,3.0,2.15,2.15,0,2,0
2,90.0,0,0,2,0,0,1,38743,74637,3,21.6,0.0,3.9,3.0,2.15,2.15,1,4,0
2,90.0,0,0,2,0,0,1,38538,73303,3,21.6,0.0,3.9,3.0,2.15,2.15,0,5,0
2,90.0,0,0,2,0,0,1,38580,72121,3,21.6,0.0,3.9,3.0,2.15,2.15,0,2,0
0,0.0,0,0,0,0,0,0,14424,30854,0,0.0,0.0,3.9,0.0,0.0,0.0,1,5,0
0,0.0,0,0,0,0,0,0,12596,35127,0,0.0,0.0,3.9,0.0,0.0,0.0,0,3,0
0,90.0,0,0,4,0,0,1,30937,36102,2,19.2,0.0,3.9,2.0,1.54,1.54,1,2,6
6,90.0,1,0,4,0,0,2,37284,32657,3,30.0,0.0,3.9,1.5,1.01,2.02,1,3,6
12,90.0,2,0,4,0,0,3,60765,33329,5,44.6,0.0,3.9,1.67,0.81,2.43,0,2,3
15,90.0,2,0,5,0,0,4,86597,35969,9,67.0,0.0,3.9,2.25,0.72,2.87,1,2,9
24,90.0,2,1,6,0,0,5,100240,35425,13,122.2,0.0,3.9,2.6,0.89,4.44,0,2,2
26,90.0,2,1,5,0,0,5,117100,36490,15,125.4,0.0,3.9,3.0,1.06,5.3,0,2,0
20,90.0,1,1,5,0,0,4,122860,52233,14,114.6,0.0,3.9,3.5,1.2,4.82,1,3,0
14,90.0,0,1,5,0,0,3,100145,59227,12,100.0,0.0,3.9,4.0,1.47,4.41,1,2,0
11,90.0,0,1,4,0,0,2,73877,62021,8,77.6,0.0,3.9,4.0,1.98,3.97,0,4,1
3,67.5,0,0,4,0,0,1,58427,66864,5,32.2,0.0,3.9,2.5,1.91,3.82,1,3,2
3,67.5,0,0,3,0,0,1,24564,66932,6,45.6,0.0,3.9,3.0,1.78,3.55,0,4,0
3,75.0,0,0,7,0,0,2,17169,54352,6,47.4,0.0,3.9,2.0,1.96,5.88,1,2,5
8,78.75,1,0,7,1,0,3,27489,43869,8,65.0,0.0,3.9,2.0,1.56,6.25,0,2,1
9,81.0,1,0,9,1,0,4,44166,37057,10,82.6,0.0,3.9,2.0,1.49,7.43,1,3,1
9,90.0,1,0,11,1,0,5,67983,30529,10,80.8,0.0,3.9,2.0,1.46,7.3,0,2,2
17,77.6,1,2,4,0,0,5,16589,42561,12,84.6,0.0,5.0,2.4,0.93,4.65,0,4,1
17,90.0,1,2,6,0,0,5,21079,48300,13,92.8,0.0,5.0,2.6,1.01,5.06,0,2,2
16,90.0,1,2,6,0,0,5,30044,33591,9,57.8,0.0,5.0,1.8,0.81,4.06,1,2,7
22,90.0,2,2,4,0,0,5,49745,32878,13,73.8,0.0,5.0,2.6,0.62,3.09,1,2,2
16,90.0,1,1,5,0,0,5,68954,31209,11,61.4,0.0,5.0,2.2,0.66,3.3,0,2,6
18,90.0,1,2,5,0,0,5,76951,33900,14,94.2,0.0,5.0,2.8,0.62,3.12,0,4,4
21,90.0,1,2,4,0,0,5,74476,36475,19,132.4,0.0,5.0,3.8,0.8,3.98,1,2,8
27,90.0,2,3,3,0,0,5,75182,37663,21,147.2,0.0,5.0,4.2,0.8,4.01,0,4,1
21,81.0,1,3,4,0,0,5,53343,42116,19,140.2,0.0,5.0,3.8,0.8,3.98,1,2,2
21,81.0,1,3,5,0,0,5,34159,53626,23,154.2,0.0,5.0,4.6,0.86,4.3,1,3,9
24,81.0,1,3,6,0,0,5,26340,52001,20,153.8,0.0,5.0,4.0,1.13,5.63,0,4,1
21,81.0,1,3,8,0,0,5,48364,72657,16,119.8,0.0,5.0,3.2,1.2,6.0,1,3,2
15,81.0,0,2,10,0,0,5,39928,71195,17,124.2,0.0,5.0,3.4,1.45,7.24,0,2,2
16,90.0,0,2,11,0,0,5,38560,63299,18,137.2,0.0,5.0,3.6,1.6,8.01,0,2,3
17,90.0,0,2,10,0,0,5,37916,51500,16,134.6,0.0,5.0,3.2,1.57,7.83,1,2,6
14,90.0,1,0,8,0,0,5,38961,49524,14,101.2,0.0,5.0,2.8,1.34,6.72,0,4,2
15,90.0,1,0,6,0,0,5,16631,26251,13,96.8,0.0,5.0,2.6,1.09,5.44,1,3,3
16,90.0,1,0,5,0,0,5,13058,25652,12,85.4,0.0,5.0,2.4,0.99,4.96,0,4,2
16,90.0,1,0,5,0,0,5,11662,23963,13,85.6,0.0,5.0,2.6,0.99,4.96,1,2,6
19,85.6,2,0,4,0,0,5,18237,21295,12,79.2,0.0,5.0,2.4,0.87,4.35,0,3,0
13,84.5,1,0,4,0,0,4,15590,26282,10,66.4,0.0,5.0,2.5,0.92,3.68,1,2,0
11,82.67,1,0,3,0,0,3,13981,27849,9,57.2,0.0,5.0,3.0,0.95,2.86,1,2,8
16,82.67,2,1,2,0,0,3,12316,28025,9,59.2,-0.1,4.9,3.0,0.7,2.1,1,3,0
14,82.67,2,1,5,0,0,3,12658,27764,7,41.0,-0.1,4.9,2.33,1.25,3.74,0,2,8
16,90.0,2,2,5,0,0,3,7690,25315,8,49.2,-0.1,4.9,2.67,1.4,4.19,1,4,2
18,90.0,2,2,7,0,0,4,9076,19003,11,74.8,-0.1,4.9,2.75,1.75,7.01,0,2,6
24,90.0,3,2,7,1,0,5,18317,13234,16,103.8,-0.1,4.9,3.2,1.63,8.15,1,4,1
17,90.0,2,1,9,1,0,5,30395,15395,15,97.8,0.0,4.9,3.0,1.95,9.76,0,2,0
17,90.0,2,1,8,1,0,5,42434,15492,15,101.0,0.0,4.9,3.0,1.75,8.77,0,5,2
11,90.0,1,0,11,1,0,5,52097,18273,16,104.0,0.0,4.9,3.2,2.08,10.41,1,3,8
17,90.0,2,1,9,1,0,5,50854,22150,17,110.8,0.0,4.9,3.4,1.76,8.78,0,3,3
14,90.0,1,1,11,0,0,5,43478,23359,19,131.8,0.0,4.9,3.8,2.25,11.26,1,2,2
15,90.0,1,1,10,0,0,5,32742,20208,19,136.6,0.0,4.9,3.8,2.03,10.16,0,3,1
29,90.0,2,3,4,0,0,5,176456,118498,16,147.8,0.0,5.0,3.2,1.23,6.16,1,2,6
33,90.0,3,3,2,0,0,5,234681,146046,14,133.2,0.0,5.0,2.8,1.31,6.56,1,5,2
20,90.0,2,0,5,0,0,5,249277,137977,15,111.8,0.0,5.0,3.0,1.23,6.13,0,3,2
19,90.0,2,0,6,0,0,5,258706,138452,15,111.6,0.0,5.0,3.0,1.07,5.37,0,4,2
18,90.0,2,0,8,0,0,5,236181,144047,14,107.8,0.0,5.0,2.8,1.1,5.51,1,2,14
26,90.0,2,3,8,0,0,5,289741,139210,14,123.4,0.0,5.0,2.8,1.32,6.58,0,2,1
21,90.0,1,3,10,0,0,5,312775,131710,15,130.6,0.1,5.1,3.0,1.32,6.58,1,3,0
19,90.0,1,3,11,0,0,5,336761,144302,11,109.8,0.1,5.1,2.2,1.28,6.41,0,3,2
19,90.0,1,3,10,0,0,5,282365,177955,10,107.6,0.1,5.1,2.0,1.38,6.9,1,3,2
19,90.0,1,3,10,0,0,5,264736,180004,11,107.8,0.1,5.1,2.2,1.31,6.56,1,4,1
6,90.0,0,0,12,0,0,5,161612,214270,10,85.2,0.1,5.1,2.0,1.44,7.18,0,2,3
8,90.0,0,0,11,0,0,5,140243,345604,12,94.0,-0.1,5.0,2.4,1.54,7.71,1,3,4
12,90.0,0,0,8,0,0,5,98919,332216,18,134.6,-0.1,5.0,3.6,1.76,8.81,0,2,2
12,90.0,0,0,8,0,0,5,91077,284026,18,129.4,-0.1,5.0,3.6,1.8,9.01,1,2,10
20,90.0,1,3,5,0,0,5,82029,267504,16,126.6,-0.1,5.0,3.2,1.69,8.46,0,5,2
21,90.0,1,3,6,0,0,5,88186,225956,18,133.6,-0.1,5.0,3.6,1.8,8.98,1,4,6
24,90.0,2,3,5,0,0,5,35629,97516,16,126.8,0.0,5.0,3.2,1.83,9.16,0,2,2
22,90.0,2,3,5,0,0,5,67560,83191,11,93.0,0.0,5.0,2.2,1.66,8.31,1,2,2
22,90.0,2,3,5,0,0,5,93812,78403,9,81.4,0.0,5.0,1.8,1.54,7.71,0,2,3
15,90.0,1,0,6,0,0,5,167642,76372,10,80.8,0.0,5.0,2.0,1.43,7.16,0,4,2
15,90.0,1,0,5,0,0,5,233954,84526,11,97.6,0.0,5.0,2.2,1.41,7.04,1,3,11
20,90.0,1,3,5,0,0,5,229592,93908,15,118.6,0.0,5.0,3.0,1.29,6.47,0,4,3
21,90.0,1,3,6,0,0,5,204199,101590,20,148.2,0.0,5.0,4.0,1.46,7.31,1,2,0
19,90.0,1,3,9,0,0,5,196794,101402,20,149.6,0.0,5.0,4.0,1.55,7.77,0,2,6
22,90.0,1,5,9,0,0,5,126723,106329,22,165.6,0.0,5.0,4.4,1.71,8.56,1,3,6
26,90.0,2,5,7,0,0,5,52668,95056,19,138.0,0.0,5.0,3.8,1.42,7.1,1,3,7
22,90.0,2,2,7,0,0,5,56572,69188,16,119.0,0.0,5.0,3.2,1.39,6.94,0,3,1
20,90.0,2,2,7,1,0,5,70710,56539,15,112.2,0.0,5.0,3.0,1.48,7.38,1,2,8
28,90.0,3,4,3,2,0,5,68541,58971,19,132.4,0.0,5.0,3.8,1.33,6.66,0,3,-1
21,90.0,3,2,8,2,0,5,72116,55355,15,106.0,0.0,5.0,3.0,1.74,8.68,1,2,9
24,90.0,3,4,8,2,0,5,74347,67160,17,120.0,0.0,5.0,3.4,1.84,9.2,0,4,0
17,90.0,2,4,8,2,0,4,74275,75582,14,99.4,0.0,5.0,3.5,2.0,8.02,1,2,0
16,90.0,2,4,6,1,0,3,57041,89746,9,63.6,0.0,5.0,3.0,1.87,5.6,0,4,1
11,90.0,1,0,4,0,0,4,179151,364484,5,51.0,0.0,5.0,1.25,0.93,3.73,1,3,0
9,90.0,1,0,3,0,0,3,192103,563501,4,38.4,0.0,5.0,1.33,0.85,2.55,0,2,0
3,90.0,0,0,3,0,0,2,153813,675624,2,23.0,-0.1,4.9,1.0,0.74,1.49,1,5,0
2,90.0,0,0,1,0,0,1,103864,759081,1,10.8,-0.1,4.9,1.0,0.96,0.96,0,3,0
0,0.0,0,0,0,0,0,0,81454,742347,0,0.0,-0.2,4.8,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,31044,755868,0,0.0,-0.2,4.8,0.0,0.0,0.0,0,4,0
0,0.0,0,0,0,0,0,0,19755,629592,0,0.0,-0.3,4.7,0.0,0.0,0.0,1,2,0
0,0.0,0,0,0,0,0,0,14273,466538,0,0.0,-0.2,4.7,0.0,0.0,0.0,0,2,6
6,90.0,1,0,0,0,0,1,34364,340706,1,4.8,-0.2,4.7,1.0,1.11,1.11,1,2,0
6,90.0,1,0,0,0,0,1,42988,259172,1,4.8,-0.1,4.7,1.0,1.11,1.11,0,2,0
