points_last_5,minutes_per_game_last_5,goals_last_5,assists_last_5,clean_sheets_last_5,bonus_points_last_5,goals_conceded_last_5,yellow_cards_last_5,red_cards_last_5,starts_last_5,transfers_in_last_5,transfers_out_last_5,influence_last_5,creativity_last_5,threat_last_5,player_price_diff_last_5,player_price,xG_per_game_last_5,xA_per_game_last_5,xG_conceded_per_game_last_5,xG_sum_last_5,xA_sum_last_5,xGoals_Conceeded_sum_last_5,home_away_current,fdr_current,actual_gw_points
4,8.75,0,0,0,0,1,0,0,0,110,173,10.6,26.1,4.0,0.0,5.4,0.0,0.02,0.38,0.0,0.06,0.45,0,2,1
4,11.5,0,0,0,0,1,0,0,0,118,137,14.6,26.9,6.0,0.0,5.4,0.0,0.02,0.38,0.0,0.06,0.5,1,2,0
3,13.0,0,0,0,0,1,0,0,0,138,132,14.4,26.5,6.0,0.0,5.4,0.0,0.02,0.38,0.0,0.06,0.38,0,4,0
15,90.0,1,0,1,1,7,2,0,5,5456,4862,73.2,61.9,179.0,0.0,5.5,0.31,0.03,4.07,1.55,0.15,8.04,0,4,1
15,84.0,1,0,1,1,6,2,0,5,6360,6704,61.4,46.2,172.0,0.0,5.5,0.3,0.02,4.07,1.51,0.11,8.39,0,2,5
17,84.0,1,1,0,1,8,2,0,5,10917,6810,73.6,55.6,121.0,0.0,5.5,0.26,0.03,4.07,1.31,0.14,8.91,1,3,7
16,84.0,1,1,0,0,10,2,0,5,13728,7566,73.0,35.3,113.0,0.0,5.5,0.2,0.02,4.07,1.0,0.12,10.66,0,3,2
17,84.0,1,1,0,0,11,1,0,5,21030,9933,67.8,23.4,53.0,0.0,5.5,0.12,0.02,4.07,0.59,0.11,10.97,1,2,1
16,84.0,1,1,0,0,12,2,0,5,25869,11772,81.6,42.1,69.0,0.0,5.5,0.12,0.03,4.07,0.59,0.17,10.6,1,2,3
18,90.0,1,1,1,0,11,1,0,5,26291,13845,92.8,69.3,67.0,0.0,5.5,0.12,0.05,4.07,0.59,0.23,10.21,0,2,8
21,90.0,2,0,1,1,11,1,0,5,21469,16053,118.4,54.9,78.0,0.0,5.5,0.08,0.04,4.07,0.42,0.2,10.51,1,2,2
16,87.0,1,0,2,1,7,2,0,5,21040,15683,92.2,68.7,78.0,0.0,5.5,0.09,0.04,4.07,0.47,0.2,7.9,0,5,0
14,86.25,1,0,2,1,4,2,0,4,11767,20041,82.0,65.9,78.0,0.0,5.5,0.12,0.04,4.07,0.47,0.18,4.86,1,3,1
14,86.25,1,0,2,1,4,2,0,4,5210,18618,76.0,53.3,60.0,0.0,5.5,0.09,0.04,4.07,0.37,0.16,6.4,0,2,9
20,83.75,2,0,2,2,4,2,0,4,6712,17835,108.4,53.2,123.0,0.0,5.5,0.23,0.06,4.07,0.92,0.26,5.5,1,2,2
14,76.5,1,0,2,1,3,2,0,4,13148,15719,68.0,67.9,108.0,0.0,5.5,0.22,0.11,4.07,0.88,0.43,4.5,0,3,3
15,74.0,1,0,2,1,3,1,0,4,24172,15483,60.0,64.4,73.0,0.0,5.5,0.14,0.11,4.07,0.55,0.43,4.88,1,3,2
17,72.6,1,0,2,1,4,1,0,5,37790,9819,60.0,66.0,81.0,0.0,5.5,0.12,0.09,4.07,0.61,0.44,6.92,0,4,2
18,72.6,1,0,2,1,3,0,0,5,38271,16885,60.0,59.9,81.0,0.0,5.5,0.12,0.09,4.07,0.61,0.43,6.46,1,3,2
11,73.8,0,0,1,0,4,0,0,5,35934,17908,27.6,32.8,27.0,0.0,5.5,0.02,0.05,4.07,0.08,0.27,7.1,0,4,2
11,76.4,0,0,2,0,3,1,0,5,29869,20517,25.0,19.7,50.0,0.0,5.5,0.06,0.02,4.07,0.3,0.11,7.19,1,2,3
11,80.2,0,0,2,0,3,1,0,5,17707,20376,25.2,13.2,61.0,0.0,5.5,0.09,0.03,4.07,0.44,0.15,6.54,0,3,3
12,84.8,0,0,3,0,2,1,0,5,5269,20006,31.0,12.2,58.0,0.0,5.5,0.09,0.03,4.07,0.46,0.14,6.7,1,2,1
11,75.8,0,0,3,0,2,1,0,5,8003,13341,34.2,37.2,54.0,0.0,5.5,0.09,0.03,4.07,0.46,0.16,5.02,0,3,1
10,61.6,0,0,3,0,2,1,0,4,7779,11752,27.0,36.0,45.0,0.0,5.5,0.09,0.03,4.07,0.44,0.15,4.58,1,4,2
10,64.8,0,0,2,0,5,0,0,4,6806,9895,36.0,52.8,37.0,0.0,5.5,0.06,0.03,4.07,0.32,0.16,6.16,0,2,2
9,61.6,0,0,1,0,6,0,0,4,5931,8742,40.6,63.2,34.0,-0.1,5.4,0.04,0.05,4.07,0.22,0.25,7.09,1,2,1
7,52.6,0,0,0,0,7,0,0,4,5392,7780,34.8,65.9,38.0,-0.1,5.4,0.04,0.05,4.07,0.18,0.27,4.92,0,2,1
7,45.8,0,0,0,0,6,0,0,3,2364,6648,29.2,51.1,38.0,-0.1,5.4,0.04,0.06,4.07,0.18,0.32,4.53,1,2,2
8,59.0,0,0,0,0,6,0,0,4,2649,4609,28.4,55.3,42.0,-0.1,5.4,0.04,0.07,4.07,0.18,0.35,4.92,0,2,1
7,55.6,0,0,0,0,4,1,0,3,2671,3195,19.4,39.4,31.0,-0.1,5.4,0.02,0.07,4.07,0.08,0.33,3.35,1,5,2
7,57.0,0,0,0,0,5,1,0,3,2172,2993,12.4,24.2,24.0,0.0,5.4,0.01,0.03,4.07,0.07,0.16,4.34,0,4,1
7,51.8,0,0,0,0,4,1,0,2,1613,2829,12.4,21.2,23.0,0.0,5.4,0.03,0.03,4.07,0.15,0.14,4.42,1,3,1
7,51.2,0,0,0,0,5,1,0,2,1464,2425,11.0,10.0,21.0,0.0,5.4,0.03,0.01,4.07,0.15,0.04,4.54,0,2,1
6,39.2,0,0,0,0,4,1,0,1,1042,2275,6.6,16.0,23.0,0.0,5.4,0.03,0.01,4.07,0.15,0.07,3.78,1,2,1
6,26.6,0,0,0,0,4,0,0,1,1045,2078,4.6,12.5,17.0,0.0,5.4,0.03,0.01,4.07,0.15,0.06,4.07,0,4,0
9,90.0,0,0,1,0,7,2,0,5,108202,60885,37.2,72.1,35.0,0.0,4.5,0.06,0.03,6.449999999999999,0.29,0.13,8.07,0,4,2
9,90.0,0,0,1,0,7,2,0,5,120255,73711,21.4,71.1,15.0,0.0,4.5,0.05,0.02,6.449999999999999,0.23,0.12,9.82,0,2,10
17,90.0,1,0,0,3,9,1,0,5,99566,80954,60.8,74.1,30.0,0.0,4.5,0.08,0.02,6.449999999999999,0.38,0.11,10.34,1,3,1
16,90.0,1,0,0,3,11,2,0,5,95167,78002,74.8,68.1,17.0,0.0,4.5,0.03,0.02,6.449999999999999,0.15,0.09,12.09,0,3,1
15,86.0,1,0,0,3,11,3,0,5,102676,75883,72.6,47.0,21.0,0.0,4.5,0.03,0.01,6.449999999999999,0.15,0.06,11.8,1,2,1
15,77.0,1,0,0,3,12,2,0,5,100420,74514,83.2,81.3,31.0,0.0,4.5,0.03,0.02,6.449999999999999,0.15,0.12,11.15,1,2,10
23,73.4,2,0,1,5,10,2,0,5,91961,71079,112.8,81.3,48.0,0.0,4.5,0.05,0.04,6.449999999999999,0.24,0.18,9.12,0,2,6
19,73.4,1,1,1,3,10,2,0,5,101985,64382,107.2,92.7,57.0,0.0,4.5,0.08,0.09,6.449999999999999,0.41,0.45,9.42,1,2,3
21,73.4,1,1,2,3,6,1,0,5,66266,58155,105.6,118.2,81.0,0.0,4.5,0.11,0.11,6.449999999999999,0.56,0.56,6.81,0,5,1
21,77.4,1,1,2,3,6,1,0,5,53447,57303,107.4,124.8,79.0,0.0,4.5,0.11,0.11,6.449999999999999,0.56,0.56,6.45,1,3,0
20,85.5,1,1,2,3,4,1,0,4,43479,74903,96.8,88.7,69.0,0.0,4.5,0.14,0.12,6.449999999999999,0.56,0.49,5.68,0,2,3
13,90.0,0,1,2,1,4,1,0,4,55587,96720,69.6,93.6,56.0,0.0,4.5,0.12,0.12,6.449999999999999,0.47,0.47,5.13,1,2,2
9,82.75,0,0,2,0,3,1,0,4,44968,92968,32.6,57.3,30.0,0.0,4.5,0.04,0.05,6.449999999999999,0.15,0.19,4.13,0,3,3
9,82.75,0,0,2,0,3,1,0,4,33703,87472,26.0,48.8,9.0,0.0,4.5,0.0,0.05,6.449999999999999,0.02,0.19,4.88,1,3,2
10,77.0,0,0,2,0,2,0,0,4,26014,75134,20.0,40.7,9.0,0.0,4.5,0.02,0.05,6.449999999999999,0.06,0.19,4.84,0,4,2
12,79.6,0,0,2,0,3,0,0,5,27610,51053,32.4,42.0,11.0,0.0,4.5,0.01,0.04,6.449999999999999,0.06,0.2,6.97,1,3,2
11,74.4,0,0,1,0,4,0,0,5,12627,25374,29.0,31.4,30.0,0.0,4.5,0.07,0.03,6.449999999999999,0.33,0.17,7.38,0,4,3
12,80.2,0,0,2,0,3,0,0,5,10228,28222,31.0,30.5,34.0,-0.1,4.4,0.07,0.04,6.449999999999999,0.33,0.18,8.05,1,2,3
12,80.2,0,0,2,0,3,0,0,5,8300,27620,34.2,28.7,34.0,-0.1,4.4,0.07,0.03,6.449999999999999,0.35,0.15,7.03,0,3,3
13,84.8,0,0,3,0,2,0,0,5,6290,25299,32.4,26.5,34.0,-0.1,4.4,0.06,0.03,6.449999999999999,0.31,0.14,7.19,1,2,1
12,75.8,0,0,3,0,2,0,0,5,6785,20885,28.4,37.0,32.0,-0.1,4.4,0.06,0.03,6.449999999999999,0.31,0.16,5.51,0,3,2
12,81.0,0,0,3,0,4,0,0,5,6545,17914,34.6,45.8,20.0,-0.1,4.4,0.01,0.04,6.449999999999999,0.06,0.19,7.04,1,4,2
11,81.0,0,0,2,0,7,0,0,5,5638,14139,43.8,68.3,20.0,-0.1,4.3,0.01,0.07,6.449999999999999,0.06,0.34,8.04,0,2,7
15,76.6,0,1,1,2,8,0,0,5,5321,11991,63.2,65.8,21.0,-0.1,4.3,0.0,0.07,6.449999999999999,0.02,0.36,8.97,1,2,-1
11,67.6,0,1,0,2,9,0,0,5,7139,10759,63.2,70.3,23.0,-0.1,4.3,0.0,0.09,6.449999999999999,0.02,0.43,6.8,0,2,8
18,75.4,1,1,0,3,9,0,0,5,6229,9698,105.8,96.7,42.0,-0.1,4.3,0.06,0.1,6.449999999999999,0.28,0.48,7.6,1,2,2
18,73.6,1,1,0,3,7,0,0,5,20325,8553,96.8,84.6,31.0,-0.1,4.3,0.05,0.09,6.449999999999999,0.26,0.45,6.11,0,2,2
18,72.0,1,1,0,3,5,0,0,5,22799,9355,93.2,76.9,29.0,0.0,4.3,0.05,0.06,6.449999999999999,0.26,0.3,4.59,1,5,2
13,73.4,1,0,0,1,6,0,0,5,26637,11851,72.6,65.7,25.0,0.0,4.3,0.05,0.04,6.449999999999999,0.26,0.2,5.58,0,4,1
15,68.2,1,0,0,1,5,0,0,4,28422,15150,82.6,65.1,21.0,0.0,4.3,0.05,0.03,6.449999999999999,0.26,0.17,5.66,1,3,5
12,66.6,0,1,0,0,5,0,0,4,42553,16641,60.4,40.1,28.0,0.0,4.3,0.06,0.03,6.449999999999999,0.3,0.14,6.29,0,2,6
16,68.4,0,2,1,0,4,0,0,4,40191,19287,85.6,62.7,36.0,0.0,4.3,0.06,0.05,6.449999999999999,0.3,0.26,5.69,1,2,2
16,70.0,0,2,1,0,5,0,0,4,55633,20068,83.6,57.5,44.0,0.0,4.3,0.06,0.08,6.449999999999999,0.3,0.4,6.45,0,4,1
0,0.0,0,0,0,0,0,0,0,0,443,8452,0.0,0.0,0.0,0.0,5.8,0.0,0.0,7.57,0.0,0.0,0.0,0,4,0
0,0.0,0,0,0,0,0,0,0,0,512,8932,0.0,0.0,0.0,-0.2,5.8,0.0,0.0,7.57,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,0,0,392,4539,0.0,0.0,0.0,-0.1,5.8,0.0,0.0,7.57,0.0,0.0,0.0,1,3,0
0,0.0,0,0,0,0,0,0,0,0,356,2573,0.0,0.0,0.0,-0.2,5.7,0.0,0.0,7.57,0.0,0.0,0.0,0,3,1
1,13.0,0,0,0,0,1,0,0,0,334,1549,0.2,0.9,0.0,-0.1,5.7,0.0,0.0,7.57,0.0,0.0,0.43,1,2,1
2,20.5,0,0,0,0,1,0,0,0,914,1096,2.4,4.1,6.0,-0.1,5.7,0.04,0.0,7.57,0.08,0.01,0.65,1,2,1
3,15.33,0,0,0,0,1,0,0,0,1460,838,2.4,4.9,6.0,-0.1,5.7,0.03,0.0,7.57,0.08,0.01,0.77,0,2,2
5,27.0,0,0,0,0,2,0,0,1,1911,1088,2.6,6.2,36.0,-0.1,5.7,0.04,0.0,7.57,0.16,0.01,1.81,1,2,1
6,26.2,0,0,0,0,2,0,0,1,2424,1424,2.6,17.4,40.0,0.0,5.7,0.04,0.01,7.57,0.21,0.03,1.81,0,5,5
10,38.6,0,1,0,0,2,0,0,2,3129,1936,2.4,19.1,46.0,0.0,5.7,0.07,0.01,7.57,0.34,0.03,2.5,1,3,1
10,44.6,0,1,0,0,3,0,0,3,3040,2206,6.0,18.4,49.0,0.0,5.7,0.07,0.01,7.57,0.33,0.04,4.36,0,2,1
10,45.4,0,1,0,0,3,0,0,3,4022,3224,6.2,29.3,59.0,0.0,5.7,0.08,0.03,7.57,0.41,0.13,4.38,1,2,0
8,41.25,0,1,0,0,2,0,0,2,3783,3308,6.0,28.0,29.0,0.0,5.7,0.08,0.03,7.57,0.33,0.13,3.34,0,3,1
8,41.5,0,1,0,0,2,0,0,2,3704,3277,11.0,17.6,29.0,0.0,5.7,0.22,0.03,7.57,0.9,0.11,3.71,1,3,1
4,28.25,0,0,0,0,1,0,0,1,3451,3066,12.4,17.2,23.0,0.0,5.7,0.19,0.03,7.57,0.77,0.12,2.68,0,4,1
4,14.0,0,0,0,0,0,0,0,0,3317,3313,8.6,14.7,14.0,0.0,5.7,0.18,0.02,7.57,0.7,0.1,0.6,1,3,1
4,12.5,0,0,0,0,0,0,0,0,2047,2534,9.6,3.8,4.0,0.0,5.7,0.16,0.0,7.57,0.62,0.01,0.46,0,4,0
4,13.0,0,0,0,0,0,1,0,0,2189,2561,17.0,4.7,4.0,0.0,5.7,0.12,0.0,7.57,0.62,0.01,1.2,1,2,1
4,9.2,0,0,0,0,0,1,0,0,2263,2487,12.2,4.2,2.0,0.0,5.7,0.0,0.01,7.57,0.0,0.04,0.83,0,3,3
6,17.0,0,0,1,0,0,1,0,1,2501,2550,18.4,2.5,2.0,0.0,5.7,0.0,0.01,7.57,0.0,0.03,2.26,1,2,1
6,18.2,0,0,1,0,0,1,0,1,3601,2535,18.6,3.0,4.0,0.0,5.7,0.0,0.01,7.57,0.0,0.04,2.26,0,3,1
6,20.6,0,0,1,0,1,1,0,1,3582,2903,19.6,2.8,4.0,0.0,5.7,0.0,0.01,7.57,0.0,0.04,2.72,1,4,1
7,20.4,0,0,1,0,1,0,0,1,3443,3015,12.2,2.4,10.0,0.0,5.7,0.01,0.01,7.57,0.05,0.04,2.42,0,2,1
7,19.8,0,0,1,0,1,0,0,1,3211,2907,12.0,2.7,8.0,0.0,5.7,0.01,0.0,7.57,0.05,0.01,2.42,1,2,1
5,8.6,0,0,0,0,1,0,0,0,2831,2660,8.4,20.3,8.0,0.0,5.7,0.01,0.01,7.57,0.05,0.05,1.64,0,2,7
11,25.2,1,0,0,0,2,0,0,1,1831,2300,49.0,22.6,35.0,0.0,5.7,0.1,0.01,7.57,0.5,0.05,2.95,1,2,9
19,39.2,2,0,0,2,2,0,0,2,7720,2048,95.0,35.3,59.0,0.0,5.7,0.14,0.01,7.57,0.7,0.07,3.34,0,2,1
19,39.6,2,0,0,2,2,0,0,3,11086,3382,95.0,35.1,53.0,0.0,5.7,0.13,0.01,7.57,0.65,0.07,3.06,1,5,5
23,54.2,2,1,0,2,4,0,0,4,10946,7300,113.8,46.6,55.0,0.0,5.7,0.13,0.02,7.57,0.65,0.1,5.65,0,4,2
24,67.2,2,1,0,2,5,0,0,5,10790,11220,112.8,50.3,62.0,0.0,5.7,0.14,0.02,7.57,0.69,0.08,6.53,1,3,5
22,65.4,1,2,0,2,6,0,0,5,14239,12064,91.6,85.0,39.0,0.0,5.7,0.05,0.06,7.57,0.24,0.3,7.89,0,2,6
19,63.8,0,3,1,0,5,0,0,5,11437,13129,71.2,101.6,23.0,0.0,5.7,0.01,0.13,7.57,0.04,0.67,7.21,1,2,5
23,76.4,0,4,1,0,6,0,0,5,14440,13238,76.4,105.7,41.0,0.0,5.7,0.03,0.15,7.57,0.17,0.73,7.57,0,4,2
13,89.4,1,0,1,0,7,3,0,5,20147,14111,99.0,4.8,93.0,0.0,5.0,0.07,0.0,8.95,0.37,0.01,8.07,0,4,1
12,88.2,1,0,1,0,7,4,0,5,23177,17922,100.4,8.0,55.0,0.0,5.0,0.05,0.0,8.95,0.26,0.01,9.82,0,2,8
18,88.2,2,0,0,2,9,4,0,5,20535,16953,137.6,10.6,79.0,0.0,5.0,0.07,0.01,8.95,0.36,0.03,10.34,1,3,0
12,87.75,1,0,0,2,7,3,0,4,18540,19733,92.0,9.6,62.0,0.0,5.0,0.07,0.01,8.95,0.28,0.03,8.54,0,3,2
13,88.5,1,0,0,2,8,2,0,4,15722,17658,92.6,12.3,58.0,0.0,5.0,0.06,0.01,8.95,0.22,0.05,8.85,1,2,2
13,88.5,1,0,0,2,9,2,0,4,16643,15789,81.8,14.3,36.0,0.0,5.0,0.04,0.02,8.95,0.17,0.06,8.48,1,2,3
15,90.0,1,0,1,2,7,1,0,4,15037,14055,79.0,12.7,44.0,0.0,5.0,0.08,0.02,8.95,0.31,0.08,6.66,0,2,2
9,90.0,0,0,1,0,7,0,0,4,12604,14697,50.6,10.7,32.0,0.0,5.0,0.07,0.02,8.95,0.28,0.07,6.96,1,2,3
12,90.0,0,0,2,0,7,0,0,5,11536,10475,69.2,12.2,32.0,0.0,5.0,0.06,0.02,8.95,0.28,0.08,7.9,0,5,2
12,90.0,0,0,2,0,6,0,0,5,8043,10954,66.6,10.1,32.0,0.0,5.0,0.06,0.01,8.95,0.28,0.06,6.94,1,3,2
12,90.0,0,0,2,0,6,0,0,5,4874,10828,79.8,9.0,41.0,0.0,5.0,0.06,0.01,8.95,0.3,0.06,8.48,0,2,3
12,86.8,0,0,2,0,6,0,0,5,8602,13114,72.2,8.9,56.0,0.0,5.0,0.06,0.01,8.95,0.32,0.05,7.58,1,2,10
20,86.8,1,0,2,3,5,0,0,5,8502,12417,117.6,10.3,85.0,0.0,5.0,0.1,0.01,8.95,0.52,0.06,6.66,0,3,2
19,86.8,1,0,2,3,5,1,0,5,27664,11105,112.4,9.9,86.0,0.0,5.0,0.11,0.01,8.95,0.55,0.06,7.41,1,3,2
19,86.8,1,0,2,3,4,1,0,5,46928,9826,119.0,11.4,86.0,0.0,5.0,0.11,0.01,8.95,0.55,0.07,7.46,0,4,2
19,86.8,1,0,2,3,3,1,0,5,48052,16113,121.6,19.1,71.0,0.0,5.0,0.1,0.01,8.95,0.49,0.06,7.0,1,3,1
17,90.0,1,0,1,3,4,2,0,5,43737,17039,125.6,19.4,64.0,0.0,5.0,0.18,0.01,8.95,0.92,0.06,7.64,0,4,2
9,90.0,0,0,2,0,3,3,0,5,43820,20996,81.4,38.2,30.0,0.0,5.0,0.16,0.01,8.95,0.79,0.05,8.39,1,2,3
10,90.0,0,0,2,0,3,2,0,5,25694,21977,77.4,38.1,34.0,0.0,5.0,0.17,0.01,8.95,0.85,0.05,7.37,0,3,2
10,90.0,0,0,3,0,2,3,0,5,6752,22485,68.0,36.8,34.0,-0.1,4.9,0.17,0.01,8.95,0.85,0.04,7.44,1,2,1
9,90.0,0,0,3,0,2,4,0,5,7625,16134,55.6,28.8,37.0,-0.1,4.9,0.17,0.01,8.95,0.87,0.06,6.11,0,3,0
8,90.0,0,0,3,0,1,3,0,4,6926,15439,45.6,25.8,21.0,-0.1,4.9,0.07,0.01,8.95,0.28,0.04,5.21,1,4,0
6,90.0,0,0,2,0,1,2,0,3,5825,13005,29.6,4.3,14.0,-0.1,4.9,0.05,0.01,8.95,0.14,0.03,3.67,0,2,2
5,89.0,0,0,1,0,3,2,0,3,5030,11278,26.8,6.1,9.0,-0.1,4.9,0.02,0.01,8.95,0.05,0.04,5.32,1,2,2
5,89.0,0,0,0,0,4,1,0,3,4771,10072,33.0,30.8,16.0,0.0,4.9,0.05,0.02,8.95,0.15,0.07,4.21,0,2,2
6,89.0,0,0,0,0,4,0,0,3,3020,8886,25.8,30.7,13.0,0.0,4.9,0.07,0.02,8.95,0.2,0.07,4.72,1,2,-1
5,89.25,0,0,0,0,5,1,0,4,4513,4812,38.4,43.0,15.0,0.0,4.9,0.06,0.02,8.95,0.24,0.08,5.61,0,2,1
6,89.4,0,0,0,0,6,2,0,5,4872,3088,52.0,44.1,15.0,0.0,4.9,0.05,0.02,8.95,0.24,0.09,6.58,1,5,2
6,90.0,0,0,0,0,6,2,0,5,4486,3397,58.8,42.6,15.0,0.0,4.9,0.05,0.02,8.95,0.24,0.08,6.85,0,4,2
6,90.0,0,0,0,0,6,2,0,5,4380,3658,69.8,19.0,42.0,0.0,4.9,0.08,0.01,8.95,0.39,0.05,7.49,1,3,2
6,90.0,0,0,0,0,8,2,0,5,4453,3766,87.8,30.0,40.0,0.0,4.9,0.1,0.01,8.95,0.48,0.04,9.02,0,2,3
10,87.2,0,0,1,0,7,1,0,5,3427,3906,82.6,20.8,43.0,0.0,4.9,0.1,0.01,8.95,0.49,0.05,8.3,1,2,1
10,87.2,0,0,1,0,8,1,0,5,3728,3585,70.6,21.7,43.0,0.0,4.9,0.1,0.01,8.95,0.49,0.05,8.95,0,4,1
21,83.6,0,2,1,4,6,0,0,5,627577,543613,51.4,169.0,54.0,0.0,4.5,0.06,0.11,2.41,0.28,0.57,6.39,0,4,2
21,78.0,0,2,1,4,5,0,0,5,945659,609327,52.4,151.9,43.0,0.1,4.6,0.05,0.09,2.41,0.25,0.44,6.74,0,2,1
19,77.4,0,2,0,4,7,1,0,5,993942,614325,58.0,163.8,56.0,0.1,4.6,0.08,0.09,2.41,0.42,0.47,7.26,1,3,2
13,77.4,0,1,0,1,9,1,0,5,986046,478925,32.4,118.2,42.0,0.1,4.6,0.08,0.07,2.41,0.42,0.36,9.01,0,3,6
17,77.0,1,1,0,1,10,2,0,5,852594,546811,62.2,91.9,71.0,0.1,4.6,0.11,0.04,2.41,0.56,0.2,10.16,1,2,5
16,78.8,1,1,0,0,11,2,0,5,790082,500615,77.8,117.4,71.0,0.1,4.6,0.12,0.14,2.41,0.58,0.69,10.17,1,2,3
17,84.0,1,1,1,0,10,2,0,5,565481,473606,88.6,177.8,101.0,0.0,4.6,0.13,0.15,2.41,0.65,0.77,9.65,0,2,10
26,85.6,1,3,1,2,10,1,0,5,432841,486871,124.4,203.9,107.0,0.0,4.6,0.19,0.19,2.41,0.96,0.94,9.95,1,2,3
27,82.6,1,3,2,2,6,1,0,5,432310,413925,130.6,280.9,90.0,0.0,4.6,0.17,0.24,2.41,0.84,1.22,7.34,0,5,6
27,84.8,1,3,2,2,5,1,0,5,423529,424204,134.2,264.9,77.0,0.0,4.6,0.29,0.24,2.41,1.44,1.2,5.91,1,3,2
24,85.6,1,2,2,2,5,1,0,5,406997,442724,116.4,237.6,76.0,0.0,4.6,0.28,0.15,2.41,1.39,0.76,7.45,0,2,3
24,85.2,1,2,2,2,5,1,0,5,861452,931790,122.2,263.3,81.0,0.0,4.6,0.37,0.17,2.41,1.83,0.84,6.68,1,2,5
19,85.2,1,1,2,0,4,1,0,5,835930,925776,76.0,206.6,70.0,0.0,4.6,0.32,0.13,2.41,1.61,0.64,5.76,0,3,1
17,81.8,1,1,1,0,4,1,0,5,913573,918425,70.2,129.5,73.0,0.0,4.6,0.35,0.07,2.41,1.74,0.35,6.14,1,3,4
15,82.4,0,2,1,0,4,1,0,5,1055449,769664,51.0,150.9,62.0,0.0,4.6,0.2,0.11,2.41,0.98,0.53,7.09,0,4,2
15,79.6,0,2,2,0,2,2,0,5,1027418,900357,50.6,167.0,66.0,0.0,4.6,0.2,0.15,2.41,0.98,0.75,5.68,1,3,2
14,80.8,0,2,1,0,3,2,0,5,500403,607095,44.8,128.7,39.0,-0.1,4.5,0.1,0.22,2.41,0.48,1.09,6.32,0,4,2
11,80.8,0,1,2,0,2,3,0,5,475893,843045,44.8,127.8,43.0,-0.1,4.5,0.07,0.22,2.41,0.37,1.09,6.91,1,2,6
16,87.2,0,2,3,0,2,3,0,5,318708,928458,56.8,172.1,48.0,-0.2,4.4,0.06,0.26,2.41,0.32,1.28,6.26,0,3,3
15,85.4,0,1,4,0,1,2,0,5,163777,930918,44.6,166.3,49.0,-0.2,4.4,0.06,0.24,2.41,0.32,1.18,6.26,1,2,1
14,88.2,0,1,3,0,2,2,0,5,229125,779366,46.2,153.2,53.0,-0.2,4.4,0.07,0.19,2.41,0.37,0.94,5.88,0,3,8
20,88.2,0,3,3,0,4,2,0,5,226215,794665,36.8,112.2,65.0,-0.1,4.4,0.2,0.09,2.41,0.99,0.45,7.32,1,4,2
20,85.2,0,3,2,0,7,1,0,5,217627,706898,37.8,133.7,63.0,-0.1,4.4,0.25,0.09,2.41,1.24,0.45,7.88,0,2,6
20,83.4,1,2,1,0,9,2,0,5,212289,677933,50.6,101.7,86.0,-0.1,4.3,0.33,0.05,2.41,1.63,0.25,9.27,1,2,2
19,84.0,1,2,0,0,10,2,0,5,248321,650459,54.6,95.0,112.0,-0.1,4.3,0.38,0.04,2.41,1.88,0.22,7.49,0,2,2
20,81.6,1,2,0,0,10,1,0,5,233801,608213,54.6,94.7,118.0,-0.1,4.3,0.45,0.04,2.41,2.24,0.18,7.94,1,2,10
22,80.6,2,0,0,3,8,1,0,5,291981,382337,95.2,96.4,150.0,-0.1,4.3,0.56,0.04,2.41,2.81,0.18,6.45,0,2,2
22,79.0,2,0,0,3,6,1,0,5,332200,215568,94.2,74.5,142.0,0.0,4.4,0.5,0.03,2.41,2.51,0.16,5.23,1,5,1
17,74.2,1,0,0,3,6,0,0,5,356811,178996,59.4,55.7,108.0,0.1,4.4,0.4,0.09,2.41,2.01,0.44,5.58,0,4,0
15,71.75,1,0,0,3,5,0,0,4,337798,223886,49.4,46.6,75.0,0.1,4.4,0.43,0.1,2.41,1.73,0.39,5.23,1,3,0
13,69.67,1,0,0,3,4,0,0,3,247253,401202,43.6,26.1,57.0,0.1,4.4,0.44,0.12,2.41,1.32,0.37,3.98,0,2,0
3,62.0,0,0,0,0,3,0,0,2,171521,513490,0.0,14.9,4.0,0.1,4.4,0.05,0.17,2.41,0.1,0.34,3.13,1,2,0
1,57.0,0,0,0,0,2,0,0,1,113228,544455,0.0,9.5,0.0,0.0,4.4,0.0,0.33,2.41,0.0,0.33,2.41,0,4,0
1,24.0,0,0,0,0,1,0,0,0,991,1086,2.2,0.3,0.0,0.0,5.0,0.0,0.0,1.4600000000000002,0.0,0.0,0.76,0,4,0
0,0.0,0,0,0,0,0,0,0,0,1010,1160,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.4600000000000002,0.0,0.0,0.0,0,2,0
0,0.0,0,0,0,0,0,0,0,0,131,848,0.0,0.0,0.0,-0.1,4.9,0.0,0.0,1.4600000000000002,0.0,0.0,0.0,1,3,0
0,0.0,0,0,0,0,0,0,0,0,106,387,0.0,0.0,0.0,-0.1,4.9,0.0,0.0,1.4600000000000002,0.0,0.0,0.0,0,3,0
0,0.0,0,0,0,0,0,0,0,0,92,235,0.0,0.0,0.0,-0.1,4.9,0.0,0.0,1.4600000000000002,0.0,0.0,0.0,1,2,0
