points_last_5,minutes_per_game_last_5,goals_last_5,assists_last_5,clean_sheets_last_5,bonus_points_last_5,goals_conceded_last_5,yellow_cards_last_5,red_cards_last_5,starts_last_5,transfers_in_last_5,transfers_out_last_5,saves_last_5,influence_last_5,creativity_last_5,threat_last_5,player_price_diff_last_5,player_price,xG_per_90_last_5,xA_per_90_last_5,xG_conceded_per_90_last_5,home_away_current,fdr_current,actual_gw_points,position_1,position_2,position_3
8,48.33,1,0,0,0,2,0,0,2,23719,29483,0,39.4,37.199999999999996,83.0,0.0,6.5,0.58,0.03,0.56,0,2,0,0,0,1
8,48.33,1,0,0,0,2,0,0,2,28141,23899,0,39.4,37.199999999999996,83.0,0.0,6.5,0.58,0.03,0.56,1,2,0,0,0,1
8,48.33,1,0,0,0,2,0,0,2,28234,30009,0,39.4,37.199999999999996,83.0,0.0,6.5,0.58,0.03,0.56,1,2,5,0,0,1
8,45.0,1,0,0,0,2,0,0,2,29873,27273,0,32.199999999999996,36.0,53.0,0.0,6.5,0.37,0.03,0.52,0,2,1,0,0,1
7,30.67,1,0,0,0,1,0,0,1,43089,27430,0,33.4,13.7,48.0,0.0,6.5,0.37,0.01,0.12,1,2,2,0,0,1
8,38.0,1,0,1,0,1,0,0,1,57196,23947,0,36.6,6.3999999999999995,25.0,0.0,6.5,0.13,0.01,0.39,1,3,6,0,0,1
14,49.0,2,0,1,0,4,0,0,2,60601,22994,0,70.2,19.3,78.0,0.0,6.5,0.3,0.02,0.66,0,2,1,0,0,1
15,42.6,2,0,1,0,4,0,0,2,68320,16685,0,75.6,20.5,101.0,0.0,6.5,0.26,0.02,0.54,0,4,2,0,0,1
12,52.8,1,0,1,0,5,0,0,3,68185,19928,0,52.60000000000001,33.699999999999996,117.0,0.0,6.5,0.28,0.03,0.68,0,4,5,0,0,1
16,58.6,2,0,1,0,4,0,0,3,47090,20571,0,91.79999999999998,60.5,153.0,0.0,6.5,0.37,0.05,0.78,0,2,1,0,0,1
15,46.4,2,0,0,0,5,0,0,2,30085,22921,0,88.8,56.7,146.0,0.0,6.5,0.37,0.05,0.74,1,2,15,0,0,1
24,41.0,3,1,0,3,2,0,0,2,50729,22591,0,140.4,66.60000000000001,180.0,0.0,6.5,0.37,0.03,0.52,1,3,2,0,0,1
25,52.4,3,1,1,3,2,0,0,3,71373,22261,0,143.4,89.2,163.0,0.0,6.5,0.38,0.04,0.77,1,2,1,0,0,1
24,48.4,3,1,1,3,4,0,0,3,142514,23632,0,136.0,76.1,143.0,0.0,6.5,0.37,0.03,0.87,0,4,1,0,0,1
20,44.2,2,1,1,3,4,0,0,3,200567,37421,0,98.0,69.4,100.0,0.0,6.5,0.23,0.01,0.84,0,4,1,0,0,1
20,51.8,2,1,1,3,5,0,0,4,254530,49503,0,102.6,68.7,105.0,0.0,6.5,0.24,0.01,1.02,1,2,1,0,0,1
6,45.8,0,0,1,0,5,0,0,3,271381,74276,0,20.4,58.10000000000001,34.0,0.0,6.5,0.1,0.02,0.95,1,5,2,0,0,1
6,45.8,0,0,0,0,6,0,0,3,288232,99049,0,17.400000000000002,67.10000000000001,47.0,0.0,6.5,0.14,0.02,1.03,0,2,0,0,0,1
37,90.0,3,1,3,6,3,0,0,5,1671103,261022,0,175.8,136.8,136.0,0.0,5.8,0.38,0.22,1.0,1,3,5,0,1,0
27,90.0,1,2,3,3,4,0,0,5,2569730,367376,0,142.0,183.2,83.0,0.4,5.9,0.21,0.27,1.02,0,4,2,0,1,0
26,84.8,1,2,2,3,7,0,0,5,2440629,594748,0,132.4,141.1,70.0,0.4,6.0,0.1,0.17,1.23,1,3,2,0,1,0
22,83.0,1,1,1,3,8,0,0,5,2171566,812901,0,108.60000000000001,153.0,80.0,0.2,5.9,0.11,0.22,1.21,0,3,2,0,1,0
13,78.4,0,1,0,0,10,0,0,5,1933528,921788,0,70.60000000000001,158.0,68.0,0.2,5.9,0.04,0.23,1.12,1,2,3,0,1,0
14,77.2,0,1,1,0,8,0,0,5,1272901,985370,0,71.2,197.0,99.0,0.0,5.8,0.09,0.27,1.01,0,5,1,0,1,0
10,76.4,0,0,1,0,9,1,0,5,392714,1153655,0,42.0,169.0,80.0,-0.2,5.7,0.08,0.22,1.05,1,3,7,0,1,0
15,81.6,1,0,1,0,7,1,0,5,259547,1198272,0,85.80000000000001,176.89999999999998,92.0,-0.4,5.6,0.12,0.21,1.06,0,2,9,0,1,0
22,83.4,2,0,1,2,8,1,0,5,229474,987585,0,114.2,142.7,99.0,-0.3,5.6,0.14,0.15,1.14,1,2,1,0,1,0
21,88.0,2,0,1,2,8,2,0,5,262044,842145,0,111.4,110.2,89.0,-0.3,5.6,0.14,0.1,1.17,0,2,2,0,1,0
20,89.2,2,0,0,2,9,2,0,5,356104,1067134,0,110.0,77.80000000000001,47.0,-0.2,5.6,0.07,0.08,1.52,1,4,6,0,1,0
25,90.0,2,1,0,3,10,1,0,5,351561,884390,0,130.0,81.4,63.0,-0.1,5.6,0.1,0.13,1.77,0,2,8,0,1,0
26,90.0,2,1,0,4,10,1,0,5,355260,646938,0,135.8,137.7,66.0,0.0,5.6,0.13,0.15,1.76,1,4,3,0,1,0
20,90.0,1,1,1,2,8,1,0,5,374866,606220,0,111.2,156.9,49.0,0.0,5.6,0.09,0.16,1.72,0,3,2,0,1,0
21,90.0,1,1,1,2,8,0,0,5,346710,621880,0,120.4,182.29999999999998,54.0,0.0,5.6,0.1,0.21,1.69,1,2,3,0,1,0
22,90.0,1,1,2,2,7,0,0,5,230982,402963,0,123.19999999999999,203.2,62.0,-0.1,5.5,0.11,0.21,1.57,0,2,2,0,1,0
18,90.0,1,0,2,1,4,0,0,5,252077,380803,0,112.19999999999999,187.4,50.0,-0.1,5.5,0.08,0.18,1.17,1,2,2,0,1,0
12,90.0,0,0,2,0,4,0,0,5,250721,375574,0,77.0,167.89999999999998,31.0,-0.1,5.5,0.02,0.23,0.97,1,2,6,0,1,0
15,90.0,0,1,2,0,4,0,0,5,202378,344204,0,89.19999999999999,180.4,38.0,-0.2,5.4,0.02,0.36,0.84,0,2,2,0,1,0
15,90.0,0,1,2,0,4,0,0,5,204662,296629,0,93.99999999999999,161.2,46.0,-0.2,5.4,0.04,0.32,0.89,1,2,3,0,1,0
15,90.0,0,1,2,0,4,0,0,5,212481,201526,0,99.80000000000001,166.0,42.0,-0.1,5.4,0.03,0.41,0.86,1,3,1,0,1,0
14,90.0,0,1,2,0,6,1,0,5,218135,152982,0,109.20000000000002,229.8,61.0,-0.1,5.4,0.13,0.5,0.99,0,2,6,0,1,0
18,90.0,0,2,3,0,5,1,0,5,239549,120272,0,123.20000000000002,213.29999999999995,83.0,-0.1,5.4,0.18,0.45,1.31,0,4,1,0,1,0
13,90.0,0,1,2,0,7,2,0,5,216476,114428,0,110.0,202.5,76.0,0.0,5.4,0.18,0.32,1.4,0,4,5,0,1,0
16,90.0,0,2,2,0,6,2,0,5,165916,113459,0,120.79999999999998,226.89999999999998,78.0,0.0,5.4,0.17,0.33,1.21,0,2,0,0,1,0
13,90.0,0,2,1,0,9,2,0,5,114724,101406,0,112.4,231.90000000000003,76.0,0.0,5.4,0.17,0.25,1.47,1,2,14,0,1,0
26,90.0,2,2,2,1,6,1,0,5,91834,98368,0,157.0,150.10000000000002,77.0,0.0,5.4,0.18,0.16,1.31,1,3,0,0,1,0
20,90.0,2,1,1,1,6,1,0,4,68944,95330,0,128.6,118.80000000000001,53.0,0.0,5.4,0.16,0.17,1.15,1,2,2,0,1,0
21,90.0,2,1,1,1,9,0,0,4,123035,101593,0,133.6,166.2,67.0,0.0,5.4,0.18,0.3,1.51,0,4,5,0,1,0
21,90.0,2,1,2,1,8,1,0,4,243811,100987,0,124.2,142.5,46.0,0.0,5.4,0.16,0.26,1.57,0,4,1,0,1,0
22,84.5,2,1,2,1,7,2,0,4,365219,111465,0,124.4,100.3,44.0,0.0,5.4,0.16,0.23,1.5,1,2,9,0,1,0
17,84.5,1,1,1,2,8,2,0,4,463048,111010,0,101.60000000000001,126.9,75.0,0.0,5.4,0.1,0.26,1.48,1,5,2,0,1,0
19,85.6,1,1,1,2,9,2,0,5,560877,110555,0,124.0,195.2,88.0,0.0,5.4,0.08,0.31,1.54,0,2,5,0,1,0
21,90.0,0,0,3,2,3,0,0,5,404470,82372,0,66.2,12.299999999999999,10.0,0.0,4.6,0.02,0.01,1.0,1,3,1,1,0,0
20,90.0,0,0,3,2,4,0,0,5,476676,138484,0,70.6,12.9,28.0,0.1,4.6,0.02,0.01,1.02,0,4,1,1,0,0
14,90.0,0,0,2,1,7,0,0,5,457944,175833,0,75.0,12.899999999999999,30.0,0.1,4.6,0.02,0.01,1.27,1,3,2,1,0,0
10,90.0,0,0,1,1,8,0,0,5,419175,180660,0,67.2,14.5,34.0,0.1,4.6,0.05,0.01,1.25,0,3,1,1,0,0
4,90.0,0,0,0,0,10,0,0,5,426795,173865,0,83.4,5.699999999999999,37.0,0.1,4.6,0.1,0.01,1.17,1,2,8,1,0,0
13,90.0,0,0,1,2,8,0,0,5,306389,167366,0,91.6,5.9,54.0,0.0,4.6,0.12,0.01,1.06,0,5,1,1,0,0
13,90.0,0,0,1,2,9,0,0,5,250229,174360,0,83.6,6.0,32.0,0.1,4.7,0.1,0.01,1.1,1,3,2,1,0,0
14,90.0,0,0,1,2,7,0,0,5,256840,157339,0,88.79999999999998,5.8,30.0,0.1,4.7,0.1,0.01,1.08,0,2,1,1,0,0
13,90.0,0,0,1,2,8,0,0,5,298434,149170,0,91.8,6.1,32.0,0.1,4.7,0.07,0.02,1.16,1,2,1,1,0,0
13,90.0,0,0,1,2,8,0,0,5,236235,172334,0,80.4,5.5,41.0,0.1,4.7,0.03,0.02,1.17,0,2,2,1,0,0
7,90.0,0,0,0,0,9,0,0,5,210413,347354,0,81.6,4.300000000000001,26.0,0.1,4.7,0.01,0.01,1.52,1,4,3,1,0,0
9,90.0,0,1,0,0,10,0,0,5,201272,305016,0,87.2,9.799999999999999,30.0,0.0,4.7,0.02,0.02,1.77,0,2,2,1,0,0
9,90.0,0,1,0,0,10,0,0,5,204780,287598,0,74.2,10.499999999999998,30.0,0.0,4.7,0.02,0.02,1.76,1,4,5,1,0,0
13,90.0,0,1,1,0,8,1,0,5,154705,300473,0,70.0,9.2,24.0,0.0,4.7,0.01,0.01,1.72,0,3,1,1,0,0
13,90.0,0,1,1,0,8,1,0,5,195975,274426,0,90.80000000000001,13.6,6.0,0.0,4.7,0.01,0.02,1.68,1,2,6,1,0,0
17,90.0,0,1,2,1,7,2,0,5,146931,113332,0,94.0,18.1,6.0,0.0,4.7,0.01,0.03,1.57,0,2,2,1,0,0
16,90.0,0,0,2,1,4,2,0,5,162762,109223,0,98.8,16.4,11.0,0.0,4.7,0.0,0.03,1.17,1,2,2,1,0,0
16,90.0,0,0,2,1,4,2,0,5,156364,113213,0,104.20000000000002,26.7,19.0,0.0,4.7,0.02,0.04,0.97,1,2,6,1,0,0
17,90.0,0,0,2,1,4,1,0,5,233775,120217,0,107.6,37.7,27.0,0.0,4.7,0.04,0.04,0.84,0,2,1,1,0,0
17,90.0,0,0,2,1,4,1,0,5,217642,122732,0,95.0,57.50000000000001,33.0,0.0,4.7,0.06,0.03,0.89,1,2,7,1,0,0
18,90.0,0,0,2,1,4,0,0,5,228941,107083,0,90.39999999999999,54.900000000000006,31.0,0.0,4.7,0.06,0.03,0.86,1,3,1,1,0,0
17,90.0,0,0,2,1,6,0,0,5,248085,100637,0,83.8,63.199999999999996,38.0,0.0,4.7,0.09,0.05,0.99,0,2,6,1,0,0
21,90.0,0,0,3,1,5,0,0,5,277182,92832,0,88.0,52.900000000000006,38.0,0.0,4.7,0.1,0.03,1.31,0,4,8,1,0,0
23,90.0,1,0,2,2,7,0,0,5,197535,72991,0,121.60000000000001,56.3,67.0,0.0,4.7,0.12,0.04,1.4,0,4,2,1,0,0
24,90.0,1,0,2,2,6,0,0,5,209172,65858,0,124.60000000000001,32.5,63.0,0.0,4.7,0.1,0.04,1.21,0,2,1,1,0,0
18,90.0,1,0,1,1,9,0,0,5,289431,62632,0,128.2,43.300000000000004,67.0,0.1,4.8,0.11,0.05,1.47,1,2,6,1,0,0
23,90.0,1,0,2,1,6,0,0,5,373011,73563,0,139.60000000000002,44.7,51.0,0.1,4.8,0.07,0.06,1.31,1,3,5,1,0,0
22,90.0,1,0,2,1,6,1,0,5,456591,84494,0,130.2,44.7,43.0,0.1,4.8,0.05,0.06,1.2,1,2,-1,1,0,0
13,90.0,0,0,2,0,9,2,0,5,538277,83004,0,91.8,35.1,10.0,0.1,4.8,0.02,0.06,1.49,0,4,6,1,0,0
17,90.0,0,0,3,0,8,2,0,5,521504,105611,0,89.2,34.0,8.0,0.1,4.8,0.02,0.06,1.54,0,4,0,1,0,0
16,90.0,0,0,3,0,9,2,0,5,436109,124311,0,98.2,21.9,4.0,0.0,4.8,0.01,0.05,1.67,1,2,2,1,0,0
12,90.0,0,0,2,0,10,2,0,5,355542,129418,0,85.60000000000001,10.5,4.0,0.0,4.8,0.01,0.02,1.66,1,5,0,1,0,0
7,90.0,0,0,1,0,10,1,0,4,274975,134525,0,75.2,9.7,4.0,0.0,4.8,0.02,0.02,1.73,0,2,0,1,0,0
15,81.4,0,1,3,0,3,1,0,5,51121,26869,0,58.8,62.4,133.0,0.0,5.0,0.28,0.08,0.87,1,3,5,0,1,0
15,81.4,0,1,3,0,4,1,0,5,57951,33610,0,61.599999999999994,76.79999999999998,183.0,0.0,5.0,0.36,0.09,0.89,0,4,6,0,1,0
19,84.6,0,2,2,1,7,0,0,5,41116,35857,0,79.6,75.6,140.0,0.0,5.0,0.3,0.08,1.14,1,3,2,0,1,0
18,85.8,0,2,1,1,8,0,0,5,41828,31861,0,67.39999999999999,82.49999999999999,139.0,0.0,5.0,0.28,0.09,1.13,0,3,2,0,1,0
17,90.0,0,2,0,1,10,0,0,5,43451,29067,0,79.8,111.4,151.0,0.0,5.0,0.18,0.12,1.17,1,2,3,0,1,0
18,90.0,0,2,1,1,8,0,0,5,40700,25973,0,86.0,142.7,168.0,0.0,5.0,0.17,0.12,1.06,0,5,5,0,1,0
18,90.0,0,2,1,1,9,0,0,5,36634,26235,0,97.60000000000001,139.0,119.0,0.0,5.0,0.09,0.11,1.1,1,3,2,0,1,0
14,90.0,0,1,1,0,7,0,0,5,38323,26178,0,73.8,125.7,133.0,0.0,5.0,0.1,0.09,1.08,0,2,2,0,1,0
14,90.0,0,1,1,0,8,0,0,5,28871,27847,0,88.4,149.0,181.0,0.0,5.0,0.15,0.14,1.16,1,2,2,0,1,0
14,90.0,0,1,1,0,8,0,0,5,24771,29830,0,72.6,109.0,126.0,0.0,5.0,0.09,0.11,1.17,0,2,13,0,1,0
24,88.4,1,2,0,3,9,0,0,5,30622,43746,0,127.19999999999999,113.60000000000001,110.0,0.0,5.0,0.09,0.2,1.52,1,4,1,0,1,0
20,85.4,1,1,0,3,10,1,0,5,53445,40260,0,103.6,117.0,102.0,0.0,5.0,0.09,0.24,1.77,0,2,11,0,1,0
29,83.0,2,1,1,6,9,1,0,5,59149,42334,0,147.0,125.0,139.0,0.0,5.0,0.14,0.26,1.6,1,4,19,0,1,0
46,83.0,4,2,2,9,7,1,0,5,103098,47745,0,219.6,129.5,148.0,0.0,5.0,0.25,0.23,1.56,0,3,2,0,1,0
46,83.0,4,2,2,9,7,1,0,5,626257,59618,0,220.99999999999997,130.1,169.0,0.1,5.1,0.32,0.23,1.52,1,2,3,0,1,0
36,84.2,3,1,3,6,6,1,0,5,794972,163746,0,156.2,106.6,175.0,0.2,5.2,0.35,0.17,1.41,0,2,10,0,1,0
45,87.2,4,1,3,9,3,0,0,5,822493,291757,0,211.0,147.2,200.0,0.2,5.2,0.4,0.26,1.01,1,2,2,0,1,0
36,89.6,3,1,2,6,4,0,0,5,954976,308194,0,180.8,193.4,170.0,0.1,5.1,0.4,0.28,0.97,1,2,3,0,1,0
20,86.6,1,0,2,3,4,0,0,5,1213682,393167,0,106.6,163.60000000000002,143.0,0.1,5.1,0.27,0.26,0.84,0,2,2,0,1,0
20,86.6,1,0,2,3,4,0,0,5,1007793,430231,0,146.40000000000003,184.1,164.0,0.0,5.1,0.21,0.27,0.89,1,2,9,0,1,0
26,87.0,2,0,2,4,4,0,0,5,1147793,364174,0,180.39999999999998,177.7,166.0,-0.1,5.1,0.19,0.23,0.85,1,3,5,0,1,0
21,87.0,1,1,2,1,6,0,0,5,1435496,264808,0,164.0,166.3,221.0,0.0,5.2,0.31,0.21,0.98,0,2,3,0,1,0
22,87.0,1,1,3,1,5,0,0,5,1633834,272807,0,167.20000000000002,169.1,207.0,0.1,5.2,0.27,0.23,1.3,0,4,7,0,1,0
26,90.0,1,2,2,3,7,0,0,5,1384468,260392,0,182.4,239.7,180.0,0.1,5.2,0.24,0.32,1.39,0,4,5,0,1,0
29,90.0,1,3,2,3,6,0,0,5,1176972,248575,0,166.39999999999998,253.6,142.0,0.1,5.2,0.25,0.31,1.2,0,2,5,0,1,0
25,90.0,0,4,1,2,9,0,0,5,1061925,224547,0,152.6,286.6,162.0,0.1,5.2,0.27,0.34,1.47,1,2,1,0,1,0
21,83.0,0,3,1,2,6,0,0,5,1025397,220039,0,118.8,243.00000000000003,76.0,0.1,5.3,0.1,0.22,1.25,1,3,1,0,1,0
19,70.4,0,3,0,2,6,0,0,4,988869,215531,0,103.6,218.3,70.0,0.1,5.3,0.1,0.17,0.91,1,2,1,0,1,0
13,58.8,0,2,0,0,5,0,0,3,1026616,224623,0,87.0,162.5,88.0,0.1,5.3,0.12,0.09,0.95,0,4,0,0,1,0
8,51.0,0,1,0,0,4,0,0,2,942706,970753,0,55.6,123.80000000000001,80.0,0.1,5.3,0.12,0.1,1.03,0,4,0,0,1,0
3,38.0,0,0,0,0,1,0,0,1,766347,1729094,0,30.6,76.2,41.0,0.1,5.3,0.11,0.07,0.55,1,2,0,0,1,0
2,29.5,0,0,0,0,1,0,0,0,462648,2011567,0,25.0,73.7,35.0,-0.1,5.2,0.13,0.11,0.62,1,5,0,0,1,0
1,32.0,0,0,0,0,1,0,0,0,158949,2294040,0,15.4,28.5,30.0,-0.1,5.2,0.16,0.13,1.0,0,2,0,0,1,0
20,90.0,0,0,3,0,3,1,0,5,46719,11312,0,66.8,7.199999999999999,39.0,0.0,4.5,0.12,0.01,1.0,1,3,1,1,0,0
19,90.0,0,0,3,0,4,1,0,5,71605,22805,0,61.0,18.200000000000003,22.0,0.0,4.5,0.12,0.01,1.02,0,4,-1,1,0,0
12,90.0,0,0,2,0,7,1,0,5,72364,29113,0,66.4,17.299999999999997,22.0,0.0,4.5,0.12,0.01,1.27,1,3,2,1,0,0
8,90.0,0,0,1,0,8,1,0,5,71729,31786,0,72.6,30.8,28.0,0.0,4.5,0.1,0.02,1.25,0,3,1,1,0,0
4,90.0,0,0,0,0,10,0,0,5,94730,32457,0,62.8,33.6,16.0,0.0,4.5,0.01,0.03,1.17,1,2,6,1,0,0
9,90.0,0,0,1,0,8,0,0,5,92680,32291,0,63.79999999999999,35.199999999999996,16.0,0.0,4.5,0.04,0.03,1.06,0,5,1,1,0,0
9,90.0,0,0,1,0,9,0,0,5,70508,34807,0,71.0,24.1,16.0,0.0,4.5,0.04,0.03,1.1,1,3,2,1,0,0
12,90.0,0,0,1,0,7,0,0,5,69994,33972,0,74.2,23.4,22.0,0.0,4.5,0.08,0.03,1.08,0,2,1,1,0,0
11,90.0,0,0,1,0,8,0,0,5,79122,32814,0,69.6,11.8,20.0,0.0,4.5,0.12,0.03,1.16,1,2,0,1,0,0
10,90.0,0,0,1,0,6,0,0,4,51579,40214,0,62.0,8.6,20.0,0.0,4.5,0.15,0.02,1.09,0,2,0,1,0,0
4,90.0,0,0,0,0,6,0,0,3,28685,95274,0,51.2,4.3,16.0,0.0,4.5,0.13,0.01,1.41,1,4,0,1,0,0
3,90.0,0,0,0,0,3,0,0,2,25996,87508,0,29.6,3.0,16.0,0.0,4.5,0.2,0.01,1.3,0,2,0,1,0,0
1,90.0,0,0,0,0,2,0,0,1,22044,83975,0,11.6,2.8,8.0,0.0,4.5,0.22,0.02,1.23,1,4,1,1,0,0
1,1.0,0,0,0,0,0,0,0,0,9886,81903,0,0.0,0.0,7.0,0.0,4.5,0.04,0.0,0.02,0,3,0,1,0,0
1,1.0,0,0,0,0,0,0,0,0,6849,72460,0,0.0,0.0,7.0,0.0,4.5,0.04,0.0,0.02,1,2,1,1,0,0
2,1.0,0,0,0,0,0,0,0,0,2918,15021,0,1.0,0.0,7.0,0.0,4.5,0.02,0.0,0.01,0,2,2,1,0,0
4,25.67,0,0,0,0,1,0,0,1,3459,9834,0,24.6,1.1,13.0,0.0,4.5,0.09,0.0,0.29,1,2,6,1,0,0
10,37.25,0,0,1,0,1,0,0,2,4096,7368,0,31.8,12.299999999999999,20.0,0.0,4.5,0.08,0.0,0.27,1,2,6,1,0,0
15,59.5,0,0,2,0,1,0,0,3,6498,6004,0,46.8,13.799999999999999,13.0,0.0,4.5,0.07,0.01,0.36,0,2,1,1,0,0
16,65.0,0,0,2,0,3,0,0,4,14196,6219,0,70.0,15.6,15.0,0.0,4.5,0.06,0.01,0.6,1,2,1,1,0,0
16,65.0,0,0,2,0,3,0,0,4,22297,5630,0,69.0,15.899999999999999,15.0,0.0,4.5,0.06,0.01,0.61,1,3,0,1,0,0
14,62.5,0,0,2,0,2,0,0,3,23762,5996,0,45.400000000000006,14.799999999999999,9.0,0.0,4.5,0.02,0.01,0.55,0,2,9,1,0,0
17,67.0,0,0,2,3,2,0,0,3,25117,6687,0,61.2,15.700000000000001,2.0,0.0,4.5,0.0,0.01,0.97,0,4,1,1,0,0
12,49.75,0,0,1,3,3,0,0,2,23577,7018,0,59.599999999999994,15.500000000000002,2.0,0.0,4.5,0.0,0.01,0.91,0,4,2,1,0,0
13,49.5,0,0,1,3,2,0,0,2,15548,6915,0,45.4,14.9,4.0,0.0,4.5,0.0,0.01,0.67,0,2,0,1,0,0
12,65.67,0,0,1,3,2,0,0,2,13195,7010,0,45.4,14.6,4.0,0.0,4.5,0.01,0.01,0.88,1,2,6,1,0,0
18,71.75,0,0,2,3,2,0,0,3,16612,8361,0,67.2,15.6,4.0,0.0,4.5,0.0,0.01,0.84,1,3,5,1,0,0
14,71.75,0,0,2,0,2,1,0,3,20029,9712,0,55.8,26.5,31.0,0.0,4.5,0.04,0.02,0.7,1,2,0,1,0,0
13,77.75,0,0,2,0,4,1,0,4,32937,9820,0,65.8,28.0,33.0,0.0,4.5,0.04,0.03,0.96,0,4,0,1,0,0
11,75.0,0,0,2,0,3,1,0,3,37584,16047,0,56.8,26.8,29.0,0.0,4.5,0.05,0.04,1.09,0,4,0,1,0,0
11,75.0,0,0,2,0,3,1,0,3,36555,22076,0,56.8,26.8,29.0,0.0,4.5,0.05,0.04,1.09,1,2,0,1,0,0
5,67.5,0,0,1,0,3,1,0,2,31222,30812,0,35.0,25.8,29.0,0.0,4.5,0.07,0.05,1.28,1,5,0,1,0,0
0,45.0,0,0,0,0,3,0,0,1,25889,39548,0,23.4,2.8,2.0,0.0,4.5,0.0,0.03,1.19,0,2,1,1,0,0
25,80.4,0,0,3,4,3,0,0,5,365414,96935,0,86.80000000000001,11.0,22.0,0.0,4.6,0.02,0.02,0.85,1,3,1,1,0,0
24,80.4,0,0,3,4,4,0,0,5,559564,136357,0,68.0,15.8,24.0,0.1,4.6,0.02,0.06,0.86,0,4,1,1,0,0
17,80.4,0,0,2,2,7,0,0,5,569934,179834,0,67.2,14.999999999999998,6.0,0.1,4.6,0.0,0.05,1.11,1,3,1,1,0,0
10,79.8,0,0,1,0,8,1,0,5,568389,204815,0,46.199999999999996,11.2,2.0,0.1,4.6,0.0,0.05,1.09,0,3,1,1,0,0
5,84.0,0,0,0,0,10,1,0,5,459944,204040,0,54.4,20.7,21.0,0.1,4.6,0.04,0.07,1.14,1,2,7,1,0,0
11,89.4,0,0,1,1,8,1,0,5,341190,163524,0,62.4,37.7,29.0,0.1,4.7,0.08,0.09,1.06,0,5,1,1,0,0
11,84.4,0,0,1,1,8,1,0,5,154277,171293,0,66.6,33.8,27.0,0.1,4.7,0.08,0.05,1.06,1,3,0,1,0,0
10,83.0,0,0,1,1,5,1,0,4,141045,200791,0,47.2,33.3,27.0,0.1,4.7,0.1,0.06,0.96,0,2,1,1,0,0
10,61.5,0,0,1,1,4,0,0,3,112979,222663,0,38.2,40.9,27.0,0.0,4.6,0.1,0.05,0.8,1,2,1,1,0,0
10,46.75,0,0,1,1,2,0,0,2,77175,218215,0,30.0,33.7,8.0,0.0,4.6,0.05,0.03,0.43,0,2,5,1,0,0
8,46.75,0,1,0,0,3,0,0,2,44100,289446,0,59.0,27.400000000000002,2.0,-0.1,4.6,0.0,0.01,0.88,1,4,0,1,0,0
7,40.67,0,1,0,0,1,0,0,1,47469,249168,0,48.2,25.700000000000003,2.0,-0.1,4.6,0.0,0.01,0.69,0,2,6,1,0,0
13,48.0,0,1,1,0,1,0,0,2,51719,183819,0,55.800000000000004,27.1,2.0,-0.1,4.6,0.0,0.01,0.64,1,4,1,1,0,0
13,53.75,0,1,1,0,1,0,0,2,62932,140421,0,63.0,17.1,2.0,0.0,4.6,0.0,0.01,0.64,0,3,1,1,0,0
13,61.0,0,1,1,0,3,0,0,2,69316,133967,0,69.4,17.5,3.0,0.0,4.6,0.01,0.0,0.94,1,2,5,1,0,0
13,61.0,0,0,2,0,2,1,0,2,50510,60750,0,43.800000000000004,10.3,1.0,0.0,4.6,0.01,0.01,0.8,0,2,2,1,0,0
15,66.8,0,0,2,0,3,1,0,3,44461,61592,0,76.0,49.9,3.0,0.0,4.6,0.01,0.03,0.82,1,2,2,1,0,0
11,70.8,0,0,1,0,4,1,0,3,42495,59563,0,81.4,62.4,10.0,0.0,4.6,0.02,0.03,0.78,1,2,13,1,0,0
23,80.8,1,0,2,1,4,1,0,3,44227,53075,0,110.8,65.8,45.0,0.0,4.6,0.15,0.04,0.83,0,2,1,1,0,0
23,86.8,1,0,2,1,4,1,0,4,177619,50201,0,106.19999999999999,65.1,52.0,0.0,4.6,0.16,0.04,0.89,1,2,6,1,0,0
24,86.8,1,0,2,1,4,0,0,4,316351,40523,0,98.2,61.800000000000004,54.0,0.0,4.6,0.16,0.03,0.86,1,3,1,1,0,0
23,83.0,1,0,2,1,6,0,0,4,399311,42574,0,86.19999999999999,29.5,80.0,0.0,4.6,0.2,0.02,0.99,0,2,6,1,0,0
27,83.0,1,0,3,1,5,0,0,4,483184,44549,0,82.19999999999999,18.3,74.0,0.0,4.6,0.19,0.01,1.31,0,4,1,1,0,0
15,85.0,0,0,2,0,7,0,0,5,479249,58730,0,54.6,32.0,47.0,0.0,4.6,0.06,0.02,1.4,0,4,0,1,0,0
14,72.4,0,0,2,0,6,1,0,5,337753,64329,0,49.0,30.5,39.0,0.0,4.6,0.05,0.01,1.11,0,2,0,1,0,0
8,68.0,0,0,1,0,6,1,0,4,199381,72770,0,40.4,28.5,37.0,0.0,4.6,0.06,0.02,1.08,1,2,5,1,0,0
12,66.25,0,0,2,0,3,2,0,4,125076,77791,0,23.4,32.1,9.0,0.0,4.6,0.02,0.05,0.84,1,3,0,1,0,0
6,58.33,0,0,1,0,3,2,0,3,50771,82812,0,14.399999999999999,29.4,8.0,0.0,4.6,0.01,0.06,0.48,1,2,0,1,0,0
5,45.5,0,0,1,0,1,2,0,2,46085,100461,0,3.2,11.9,0.0,0.0,4.6,0.0,0.08,0.31,0,4,0,1,0,0
5,64.0,0,0,1,0,0,1,0,1,40581,118785,0,3.2,10.9,0.0,0.0,4.6,0.0,0.16,0.53,0,4,0,1,0,0
